"","Player","Tm","Yr","W","PTS","TRB","AST","PC1a","maxW","PC1b","PC1n"
"5232","Tracy McGrady*","ORL",2001,1,33.8,6.5,8.3,14.943670571614,15,0.996244704774268,0.0618155953891326
"5233","Wayne Cooper","POR",1991,9,0.7,1.7,0.3,14.9410714125656,15,0.996071427504376,0.0618048437760456
"5234","Solomon Hill","IND",2016,3,7.7,4,1.1,15.9300149960053,16,0.99562593725033,0.0617772017266957
"5235","Larry McNeill","KCO",1975,2,10.2,4.3,0.3,11.9452239237078,12,0.995435326975652,0.06176537462482
"5236","Bill Bridges","STL",1965,1,13,16.8,2.3,7.95778787801556,8,0.994723484751945,0.0617212058069877
"5237","Michael Carter-Williams","MIL",2015,2,12.2,4.5,4.8,15.9149097937566,16,0.994681862109788,0.0617186231800545
"5238","Walter Davis","PHO",1983,1,26,5,4.3,11.9302169019611,12,0.99418474183009,0.0616877775595736
"5239","Blake Griffin","LAC",2013,2,13.2,5.5,2.5,15.8893460494099,16,0.99308412808812,0.0616194860108936
"5240","Ron Watts","BOS",1967,4,3,2,0,10.9205682734706,11,0.992778933951874,0.0616005491401118
"5241","Zach Randolph","MEM",2017,2,13.2,8.2,0.7,15.8835215935643,16,0.992720099597772,0.0615968985504417
"5242","Jeff Mullins","GSW",1976,7,1.5,0.5,0.4,11.9066998969191,12,0.992224991409922,0.0615661777774556
"5243","Bob Wilkerson","CHI",1981,2,9.2,2.7,2.3,11.88891089412,12,0.990742574509996,0.0614741958749725
"5244","Ralph Beard","INO",1951,1,22,4,4.3,8.91530901322967,9,0.990589890358852,0.0614647220362015
"5245","Wayne Embry*","CIN",1962,1,14,11.3,2,7.91634917810471,8,0.989543647263088,0.0613998041103381
"5246","Bob Portman","GSW",1973,5,2.7,1.7,0.3,11.8715631324669,12,0.989296927705579,0.0613844955056665
"5247","Todd Day","PHO",2000,4,4.7,1.1,0.4,14.8298839721277,15,0.988658931475178,0.061344908728794
"5248","Mychal Thompson","POR",1981,1,25,7.7,1.3,11.8409082128393,12,0.986742351069944,0.0612259875859333
"5249","Steve Bracey","ATL",1973,2,9.8,2.2,3.3,11.8385655015527,12,0.986547125129395,0.0612138740884235
"5250","Dick Schnittker","MNL",1957,2,5.4,2.4,1.6,7.88620993929949,8,0.985776242412436,0.0611660418902742
"5251","Marcus Smart","BOS",2016,2,12,4.5,3,15.765113016758,16,0.985319563547374,0.0611377056032051
"5252","Quincy Lewis","UTA",2000,4,3.3,1.9,0.3,14.7746941277162,15,0.984979608514413,0.0611166118672311
"5253","Patrick Beverley","HOU",2013,2,11.8,5.5,2.8,15.7559031770254,16,0.984743948564085,0.0611019894957705
"5254","Matt Guokas","CHI",1971,3,3.3,1.3,2,11.814781131915,12,0.984565094326251,0.0610908918395957
"5255","Steve Alford","DAL",1988,10,1.5,0.5,0.5,14.7562219756866,15,0.983748131712442,0.0610402004480718
"5256","Pat Cummings","MIL",1980,3,4.5,2.7,0.3,11.8001855265677,12,0.983348793880644,0.0610154220921963
"5257","Vern Hatton","PHW",1960,4,1.5,0.5,0.2,7.86565192756829,8,0.983206490946036,0.0610065923934423
"5258","Patrick Beverley","LAC",2019,2,9.8,8,4.7,15.7231221835114,16,0.982695136469466,0.0609748635608848
"5259","Robin Lopez","CHI",2017,2,12.7,7.2,0.8,15.7223609065989,16,0.982647556662429,0.0609719113001738
"5260","Micheal Williams","DET",1989,15,0.5,0.5,0.5,14.7394034254186,15,0.982626895027908,0.0609706292745494
"5261","Dan Issel*","DEN",1979,1,24.3,9.3,3.3,11.7914716879497,12,0.982622640662474,0.0609703652971039
"5262","Tiny Archibald*","BOS",1983,2,9.6,1.4,6.3,11.790852053711,12,0.982571004475915,0.0609671613436972
"5263","Zydrunas Ilgauskas","CLE",2010,6,1.7,1.6,0.4,15.7194498304991,16,0.982465614406191,0.060960622036761
"5264","Lindsey Hunter","DET",1997,2,15,3.6,1.2,14.7353981797441,15,0.982359878649604,0.0609540612804367
"5265","Terry Mills","DET",1997,2,11.8,7,1.4,14.734827556382,15,0.982321837092134,0.0609517008548171
"5266","Marc Iavaroni","SAS",1985,2,9,5.2,2.6,14.7219609360884,15,0.981464062405891,0.0608984771310817
"5267","Sedale Threatt","SEA",1991,2,14.6,1.6,3.4,14.7114068089927,15,0.980760453932849,0.0608548192060021
"5268","George Johnson","GSW",1973,5,1.4,1.6,0.3,11.766345889268,12,0.980528824105669,0.0608404468980657
"5269","Ollie Johnson","PHI",1981,9,0.8,0.6,0.3,11.7656307691046,12,0.980469230758714,0.0608367492139469
"5270","Bob Hopkins","SYR",1957,2,5.6,3.8,0.4,7.84321621612026,8,0.980402027015033,0.0608325793153185
"5271","Marcus Williams","NJN",2007,6,2.4,0.8,1.1,15.6760044675471,16,0.979750279221694,0.0607921392731324
"5272","Chris Kaman","POR",2016,5,3.5,2,0.3,15.6532796977424,16,0.978329981108898,0.060704011754811
"5273","Paul Westphal*","NYK",1983,2,9.5,1.3,5.7,11.7354522745792,12,0.97795435621493,0.0606807047536774
"5274","Jon McGlocklin","MIL",1973,2,10.2,1.2,2.2,11.7312886696393,12,0.977607389136608,0.0606591759300619
"5275","Wilson Chandler","DEN",2013,2,12,5.5,1.3,15.6363222191979,16,0.977270138699871,0.060638250010514
"5276","Don Nelson*","LAL",1964,2,3.4,2.6,0.4,7.81749645204102,8,0.977187056505128,0.0606330948761281
"5277","Lou Hudson","LAL",1979,3,6.3,0.7,1.3,11.7247267743161,12,0.977060564526339,0.0606252462251458
"5278","Joe Dumars*","DET",1997,2,13.8,1.8,2,14.655682551916,15,0.977045503461067,0.0606243117070374
"5279","Rumeal Robinson","NJN",1993,2,9.8,2.4,7,14.6299826775034,15,0.975332178500225,0.0605180022812087
"5280","Terrell Brandon","CLE",1993,3,6.4,2.1,2.1,14.6287229348816,15,0.975248195658774,0.0605127912629499
"5281","Fred Carter","PHI",1976,1,28,3.3,5,11.6993834268554,12,0.974948618904615,0.0604942029428973
"5282","Adam Keefe","ATL",1994,5,2.3,1.9,0.3,14.6219765831496,15,0.97479843887664,0.0604848844814787
"5283","Mike Gale","SAS",1978,2,8.7,4.2,5.2,13.6371437125031,14,0.974081693750218,0.0604404114453665
"5284","Michael Jordan*","CHI",1985,1,29.3,5.8,8.5,14.6082376231595,15,0.973882508210634,0.0604280522602554
"5285","T.J. Ford","TOR",2007,2,16,1.7,4,15.5786532040603,16,0.973665825253769,0.0604146073847895
"5286","Nenê Hilário","DEN",2010,2,11.4,5.8,2.2,15.5672007956662,16,0.972950049729136,0.0603701945111168
"5287","Lavoy Allen","IND",2014,10,1,1.3,0.3,15.5588716003526,16,0.972429475022037,0.060337893576106
"5288","Jerome Kersey","POR",1985,4,4.8,1.1,0.8,14.5834105945405,15,0.972227372969366,0.0603253534254228
"5289","James Worthy*","LAL",1993,2,13.8,3.4,2.6,14.5775024760028,15,0.97183349840019,0.0603009140573784
"5290","Al Wood","SEA",1984,2,12,6.8,2,14.5753876946089,15,0.971692512973929,0.060292166108181
"5291","Tim Hardaway","MIA",1999,2,9,2.8,6.4,14.5744315501957,15,0.971628770013049,0.0602882109463018
"5292","J.R. Reid","CHH",1998,4,3.3,2.2,0.2,14.5687422293325,15,0.971249481955498,0.0602646766509734
"5293","Mark Strickland","MIA",2000,6,2,0,0,14.5515835850067,15,0.970105572333779,0.0601936986532997
"5294","Jason Williams","SAC",1999,2,10,3.6,4,14.5506018692861,15,0.970040124619073,0.0601896377138216
"5295","Chuck Cooper*","BOS",1954,2,4,5.2,0.7,8.72921689989905,9,0.969912988877672,0.0601817491182665
"5296","Terry Dischinger","DET",1968,2,9.3,4.8,1.5,11.6359488048787,12,0.969662400406561,0.0601662004528983
"5297","Chris Ford","DET",1974,3,4,3,1.4,11.626695862355,12,0.968891321862917,0.0601183561039761
"5298","Chuck Mencel","MNL",1957,2,5,2.6,1.2,7.74831979304674,8,0.968539974130843,0.060096555466901
"5299","T.R. Dunn","DEN",1984,2,6.6,7.8,1.6,14.5180225136775,15,0.967868167578499,0.060054870806676
"5300","Oliver Miller","MIN",2004,10,0.4,0.6,0.1,15.485349273805,16,0.967834329612812,0.0600527712080676
"5301","Bob Lanier*","DET",1977,1,28,16.7,2,13.5450088766221,14,0.967500634044433,0.0600320658631466
"5302","Adrian Smith","CIN",1965,1,14.3,2.8,5.3,7.73619626813461,8,0.967024533516826,0.0600025244889862
"5303","Jon Koncak","ATL",1987,4,2.5,3.1,0.4,14.5023130783786,15,0.966820871891906,0.0599898875690186
"5304","Manute Bol","PHI",1991,4,3,2.4,0.1,14.5012066083553,15,0.966747107223685,0.0599853105741669
"5305","Thon Maker","MIL",2018,3,5.5,3.8,0.8,15.467348584362,16,0.966709286522625,0.0599829638523798
"5306","Cliff Levingston","ATL",1987,4,3.1,3.8,0.3,14.498345492762,15,0.966556366184133,0.0599734753585131
"5307","B.J. Armstrong","CHH",1998,4,4.1,1.1,2,14.4957552592239,15,0.966383683948258,0.0599627606664574
"5308","Bob Lanier*","DET",1975,1,20.3,10.7,6.3,11.5952735545036,12,0.966272796208634,0.0599558802367664
"5309","Kenny Anderson","IND",2004,10,1,0.3,0.3,15.4589336400281,16,0.966183352501759,0.0599503303794193
"5310","Jacque Vaughn","UTA",2000,4,4,1.7,1.6,14.4848383139235,15,0.965655887594901,0.0599176019171168
"5311","Phil Jordon","DET",1959,1,15,8,1.7,7.72060628291091,8,0.965075785363864,0.0598816073822136
"5312","Mark Bryant","HOU",1996,3,6.8,3.4,0.5,14.4730343018301,15,0.964868953455337,0.0598687737505669
"5313","Dennis Rodman*","DET",1992,2,7.2,10.2,1.8,14.4644085254235,15,0.964293901694898,0.0598330925903251
"5314","Bobby Wanzer*","ROC",1953,1,17,7,3,8.67586310324779,9,0.963984789249755,0.0598139125939375
"5315","Nate Thurmond*","GSW",1972,1,25.4,17.8,5.2,11.5671619264556,12,0.96393016053797,0.0598105229585114
"5316","Dahntay Jones","IND",2012,6,2.4,1,0.4,15.4213858060435,16,0.96383661287772,0.0598047184565774
"5317","Dwight Howard","ATL",2017,2,8,10.7,1.3,15.4122366705981,16,0.963264791912378,0.0597692377626684
"5318","Harrison Barnes","GSW",2014,3,7.9,4,1.1,15.4067391378649,16,0.962921196116558,0.0597479181224334
"5319","Luke Ridnour","MIL",2010,3,8.1,1.9,1.9,15.4023478835015,16,0.962646742718845,0.0597308886716319
"5320","Dale Ellis","SEA",1998,4,5.6,1.3,0.6,14.4381722811295,15,0.962544818741969,0.0597245644309259
"5321","P.J. Brown","NOH",2003,2,10.2,7.7,1,15.3973467115768,16,0.962334169473548,0.0597114939374183
"5322","Don Ford","LAL",1979,3,4.1,2.8,0.9,11.5476011805042,12,0.962300098375351,0.0597093798732627
"5323","Dale Schlueter","BUF",1976,4,1.9,1,0.3,11.545031546691,12,0.962085962224247,0.0596960930235445
"5324","Butch Beard","NYK",1978,2,9,3.5,4.5,13.4656532251648,14,0.961832373226054,0.059680358179653
"5325","Don Barksdale*","BOS",1954,2,5,4.5,1.2,8.65518507211927,9,0.961687230235474,0.0596713522593843
"5326","Samuel Dalembert","PHI",2008,2,9,9.5,0.5,15.3810001062093,16,0.961312506638083,0.059648101182447
"5327","Jerome Anderson","BOS",1976,12,0.5,0.3,0.3,11.5310148969245,12,0.960917908077042,0.0596236168917165
"5328","Ennis Whatley","ATL",1994,5,2.2,1.3,1.1,14.4100778123437,15,0.960671854156248,0.0596083495888753
"5329","Jason Kidd*","DAL",2010,2,8,6.8,7,15.3702440514527,16,0.960640253215795,0.0596063887945649
"5330","DeJuan Blair","SAS",2010,4,3.7,3.9,0.5,15.3577347807513,16,0.959858423796954,0.0595578773688209
"5331","Dahntay Jones","LAC",2015,7,0.4,0.1,0,15.3530041742626,16,0.959562760891411,0.0595395318976199
"5332","Gene Wiley","LAL",1964,2,2.6,3.2,0,7.67628482463425,8,0.959535603079281,0.0595378467932292
"5333","Bison Dele","DET",1999,2,10.6,6.4,0.2,14.3867454369168,15,0.959116362461121,0.0595118334971999
"5334","Billy Ray Bates","POR",1980,1,25,3.3,4,11.5078742661976,12,0.958989522183132,0.0595039632347377
"5335","Nate McMillan","SEA",1998,4,2.3,2.3,2.1,14.3759127996813,15,0.958394186645421,0.0594670234943872
"5336","Matt Barnes","LAL",2011,4,3.6,2.8,0.5,15.3334903321362,16,0.958343145758511,0.059463856478494
"5337","Xavier Silas","PHI",2012,7,1,1,0,15.3294364963827,16,0.958089781023921,0.0594481355498464
"5338","Jarrett Jack","BRK",2015,2,12.3,4.2,4.5,15.3276995578225,16,0.957981222363907,0.059441399636299
"5339","Jud Buechler","CHI",1995,5,2,2,0.5,14.3688062837822,15,0.957920418918811,0.0594376268672772
"5340","J.R. Reid","LAL",1999,3,3.3,5.3,0.4,14.3663560524663,15,0.957757070164422,0.059427491304739
"5341","Kareem Rush","LAL",2003,6,3.3,0.3,0.2,15.3121828635425,16,0.957011428971406,0.0593812253079692
"5342","C.J. Watson","BRK",2013,3,8.6,2.4,1.9,15.3087292068853,16,0.956795575430332,0.0593678318965971
"5343","Tom Tolbert","GSW",1991,4,3.6,2,0.9,14.3351171586091,15,0.955674477240605,0.0592982693164844
"5344","Duane Klueh","FTW",1950,3,4.5,0,1.5,10.510397492852,11,0.955490681168367,0.0592868650263727
"5345","Ben Gordon","CHI",2005,2,14.5,2.7,2.5,15.2871842337862,16,0.955449014611636,0.0592842796746014
"5346","Sam Williams","PHI",1985,8,1,2.4,0,14.3267729367521,15,0.955118195783474,0.0592637528274013
"5347","Eddie Gill","IND",2005,6,3.4,0.6,0.7,15.2760785730624,16,0.954754910816401,0.0592412115015323
"5348","Jim Davis","ATL",1969,5,1.6,2.1,0.1,11.4553621630172,12,0.954613513584767,0.0592324380003855
"5349","Rob Williams","DEN",1984,2,11.4,3.8,4.8,14.3180633711137,15,0.954537558074248,0.0592277250668228
"5350","Cory Alexander","SAS",1996,5,2.9,1,1,14.3157160507135,15,0.954381070047569,0.0592180152028767
"5351","Jerry Stackhouse","DAL",2007,2,14.3,3.7,2.5,15.2649603957218,16,0.954060024732614,0.059198094788549
"5352","Red Kerr","SYR",1960,1,13.7,8.3,3,7.63019282038479,8,0.953774102548099,0.0591803537155114
"5353","Beno Udrih","SAS",2007,16,0.3,0.1,0.1,15.2470973913999,16,0.952943586962491,0.0591288213809772
"5354","John Wetzel","PHO",1976,10,1,1,0,11.418236057596,12,0.951519671466331,0.0590404694090599
"5355","David Benoit","UTA",1995,2,11.8,5.6,0.8,14.2644421348749,15,0.950962808991659,0.0590059168686482
"5356","Lee Shaffer","PHI",1964,2,5.7,1.3,0.7,7.6058262472592,8,0.9507282809074,0.0589913647278996
"5357","John Tresvant","BAL",1972,2,7.8,9.7,1,11.4083908209521,12,0.950699235079338,0.0589895624747517
"5358","Devin Harris","ATL",2013,2,11.3,2.8,3.7,15.208737800342,16,0.950546112521377,0.0589800614334488
"5359","Tyrone Hill","GSW",1991,4,2.4,2.6,0.2,14.2509605056009,15,0.950064033706724,0.0589501491149095
"5360","Michael Cooper","LAL",1990,4,2.6,2.7,2.8,14.2356099466985,15,0.949040663113235,0.0588866503959331
"5361","Kenneth Faried","DEN",2013,2,10.2,8.4,0.2,15.1664240937518,16,0.94790150585949,0.0588159672760684
"5362","Ronald Dupree","DET",2005,15,0.3,0.4,0,15.143573857737,16,0.946473366108561,0.0587273531950304
"5363","Mo Mahoney","BOS",1953,3,2.3,1.8,0.5,8.51266852045786,9,0.945852057828651,0.0586888018822266
"5364","Marco Belinelli","SAS",2015,3,9.3,1.9,1.4,15.1126762639344,16,0.9445422664959,0.0586075311555854
"5365","Alton Lister","MIL",1982,2,5.5,4.5,0.8,11.3318535774643,12,0.944321131455358,0.0585938100345325
"5366","Jim Washington","ATL",1973,2,7.2,10,2.3,11.3261806162541,12,0.943848384687838,0.058564476756511
"5367","Paul Seymour","SYR",1957,2,4.2,2,1.6,7.54846045445598,8,0.943557556806997,0.0585464312918538
"5368","Len Chappell","SYR",1963,2,5.3,4.5,0.8,7.54635753072883,8,0.943294691341104,0.0585301208560707
"5369","Gary Gregor","ATL",1970,4,2.3,2.4,0.3,11.3179366772525,12,0.943161389771039,0.0585218496794408
"5370","Carmelo Anthony","OKC",2018,2,11.8,5.7,0.3,15.0889047361165,16,0.943056546007278,0.0585153442700281
"5371","Tony Allen","BOS",2009,7,0.9,0.9,0.3,15.0868390789859,16,0.942927442436616,0.05850733357341
"5372","Armen Gilliam","UTA",2000,4,3.5,2.9,0.4,14.140845890357,15,0.942723059357137,0.0584946518881926
"5373","Hedo Türkoglu","LAC",2014,6,3.2,1,0.2,15.0812946247502,16,0.942580914046887,0.0584858319698104
"5374","Jim McIlvaine","SEA",1997,6,1.8,0.4,0,14.1331056779669,15,0.94220704519779,0.0584626339288134
"5375","Ervin Johnson","MIL",2000,2,6.2,9.8,0.4,14.122614118087,15,0.941507607872468,0.0584192348176362
"5376","Tony Jaros","MNL",1951,3,2.9,1,0.9,8.47338658909154,9,0.941487398787949,0.0584179808721087
"5377","Devin Harris","DAL",2007,2,13.2,2,5,15.0458002616163,16,0.940362516351016,0.0583481834847314
"5378","Bill Wennington","CHI",1994,6,1.1,1,0.6,14.1034026839406,15,0.940226845596043,0.0583397653034799
"5379","Thaddeus Young","BRK",2015,2,10.5,7.2,2.7,15.0433315208103,16,0.940208220050642,0.0583386096143476
"5380","LaSalle Thompson","IND",1991,2,9,6.2,1.6,14.1022802485479,15,0.940152016569858,0.0583351222667001
"5381","David Robinson*","SAS",1991,1,25.8,13.5,2,14.0961309069147,15,0.93974206046098,0.0583096850615312
"5382","Markieff Morris","WAS",2018,2,9.8,7.5,1.7,15.0145260808888,16,0.938407880055553,0.0582269010269233
"5383","Joe Strawder","DET",1968,2,7,10.8,1.5,11.256311483444,12,0.93802595695367,0.0582032032307668
"5384","Mickey Johnson","CHI",1977,1,27.3,13,2.3,13.132354341335,14,0.93802531009536,0.0582031630941102
"5385","Otis Thorpe","DET",1997,2,9.8,6.4,0.8,14.0654992296874,15,0.937699948645826,0.0581829748696477
"5386","T.J. McConnell","PHI",2019,7,2.7,0.7,1.2,15.0009717797498,16,0.937560736234365,0.0581743369335475
"5387","Joe Bryant","PHI",1979,5,3,0.1,0.6,11.2486675381052,12,0.937388961508767,0.0581636785512397
"5388","Mike Miller","MEM",2014,3,7.3,3.7,1.3,14.9887096842179,16,0.93679435526362,0.0581267840624763
"5389","Monty Williams","PHI",2003,6,1.9,1.5,0,14.9878805072421,16,0.936742531702631,0.0581235684827473
"5390","Garrett Temple","WAS",2014,6,0.5,0,0,14.9871097835828,16,0.936694361473923,0.0581205795871945
"5391","Byron Scott","LAL",1993,2,13.6,2.2,1.8,14.0501975441034,15,0.936679836273561,0.0581196783187569
"5392","Jeff Malone","UTA",1993,2,13.4,3.2,0.6,14.026267813264,15,0.935084520884267,0.0580206912223638
"5393","Guerschon Yabusele","BOS",2018,11,0.3,0.9,0.3,14.9347937858868,16,0.933424611617925,0.0579176961659292
"5394","Darrell Griffith","UTA",1987,2,13.6,2.4,1.6,13.9984971509233,15,0.933233143394889,0.0579058158295537
"5395","Walter McCarty","NYK",1997,6,2,0,0,13.9952615490201,15,0.93301743660134,0.0578924315236609
"5396","Hal Greer*","SYR",1960,1,15.7,4.7,3.3,7.46061942419052,8,0.932577428023815,0.057865129604699
"5397","Shawn Kemp","SEA",1995,1,24.8,12,2.8,13.9806325751681,15,0.932042171677872,0.0578319176944607
"5398","Hakeem Olajuwon*","HOU",1989,1,25.3,13,3,13.9722266836765,15,0.931481778911768,0.0577971461043861
"5399","George Hill","SAS",2011,2,11.7,5,2.3,14.9006485940068,16,0.931290537125423,0.0577852798180916
"5400","Lester Hudson","LAC",2015,7,2,0.1,1,14.898235266498,16,0.931139704156124,0.057775920842574
"5401","Shai Gilgeous-Alexander","LAC",2019,2,13.7,2.7,3.2,14.8970021665649,16,0.931062635410307,0.0577711388343126
"5402","Antonio Davis","CHI",2005,2,9.5,6.8,1.8,14.8848191629788,16,0.930301197686176,0.0577238926848041
"5403","Manute Bol","WSB",1986,2,4.6,7.6,0.2,13.9527586549238,15,0.930183910328253,0.0577166151677173
"5404","Bob Donham","BOS",1954,2,3.3,2,1,8.36701231536861,9,0.929668035040957,0.0576846058251552
"5405","Andre Miller","SAS",2016,6,1.8,1,1.4,14.8694245395938,16,0.92933903372461,0.0576641917520301
"5406","Billy Cunningham*","PHI",1969,1,24.4,12.6,2.4,11.1480059014351,12,0.929000491786254,0.0576431856966068
"5407","Eric Snow","SEA",1997,6,1.6,0.3,1.5,13.9291756071844,15,0.928611707145628,0.0576190621515347
"5408","Mark Jackson","NYK",2001,2,9,5.2,5.2,13.9282440506976,15,0.92854960337984,0.0576152086994263
"5409","Samaki Walker","SAS",2001,7,1.2,1.2,0.3,13.9264353498997,15,0.92842902332665,0.0576077268751874
"5410","Shelvin Mack","ATL",2014,3,8.1,1.9,3.6,14.8445228827135,16,0.927782680169596,0.0575676221831499
"5411","Ron Behagen","KCO",1975,2,7.8,4.8,1,11.1307923093148,12,0.927566025776237,0.0575541790800097
"5412","Eric Anderson","NYK",1993,9,1,0.5,0,13.9062030775907,15,0.927080205172712,0.0575240345886862
"5413","Ted McClain","PHI",1978,6,1.2,1.2,2,12.9770123233995,14,0.926929451671393,0.0575146805440459
"5414","Isiah Thomas*","DET",1986,1,26.5,5.5,12,13.9029352158753,15,0.926862347725023,0.0575105168377016
"5415","Paul Neumann","SYR",1963,2,4,3.5,2.3,7.41479863314231,8,0.926849829142789,0.0575097400771221
"5416","Corey Brewer","DEN",2012,3,8.3,2,0.9,14.8166632406774,16,0.926041452542335,0.0574595814357599
"5417","Dan Roundfield","ATL",1983,1,17.7,14,3.3,11.1103493191533,12,0.925862443262772,0.0574484741594619
"5418","Kostas Papanikolaou","HOU",2015,9,0.4,0.3,0,14.8105412740763,16,0.925658829629768,0.0574358402173258
"5419","Dan Issel*","DEN",1982,1,25.3,7,1.7,11.1075713809433,12,0.925630948411944,0.05743411022662
"5420","Mike Sanders","CLE",1993,3,5.8,2.3,1.3,13.8814822396696,15,0.925432149311309,0.057421775019507
"5421","Derrick Coleman","NJN",1994,1,24.5,14.3,2.5,13.8776708169195,15,0.925178054461299,0.0574060087882153
"5422","David Robinson*","SAS",2000,1,23.5,13.8,2.5,13.8718926479932,15,0.92479284319955,0.057382106966322
"5423","Walt Frazier*","NYK",1975,1,23.7,6.7,7,11.097496486344,12,0.924791373862001,0.0573820157959751
"5424","Mike Scott","ATL",2014,3,9.4,2.6,0.4,14.7896816698185,16,0.924355104363654,0.0573549458816646
"5425","Darrell Armstrong","ORL",1997,2,11.4,4.2,3.4,13.8537976235273,15,0.923586508235153,0.0573072555631421
"5426","Andre Miller","DEN",2013,2,14,3.3,3.8,14.7453774825216,16,0.921586092657599,0.0571831325646864
"5427","Steven Adams","OKC",2018,2,10.5,7.5,1.5,14.7452904404821,16,0.92158065253013,0.0571827950123593
"5428","Tracy McGrady*","SAS",2013,15,0,1.3,1.2,14.7388329469545,16,0.921177059184655,0.0571577526077913
"5429","Sly Williams","NYK",1983,2,7.2,4.2,1.2,11.0418629006946,12,0.920155241724553,0.0570943502585768
"5430","Mark West","DAL",1984,4,3,1.8,0.8,13.8020664388974,15,0.920137762593159,0.0570932657028358
"5431","Bob Weiss","BUF",1975,3,4.3,1,2.4,11.039558420581,12,0.919963201715087,0.0570824344436502
"5432","Thaddeus Young","PHI",2009,2,12,4.5,1.3,14.7027593034562,16,0.918922456466014,0.0570178576515112
