"","AST.","predAST."
"777",18.9,17.7184577114281
"778",8.9,8.9754088701533
"779",9.3,9.78743248423599
"780",9.1,10.2447547935423
"781",13.7,11.2332052490541
"782",11.4,10.7509022189971
"783",11.4,11.7571786147325
"784",12.7,12.5480337918134
"785",13,12.1172091243866
"786",5.1,5.52609513521153
"787",5.2,4.22500456589421
"788",5.6,5.35781239359837
"789",7.1,6.71690911792647
"790",38.1,38.886502923995
"791",21.9,21.0796886448215
"792",14.8,15.7172428306779
"793",5.8,5.24763621604539
"794",27,28.6587715917166
"795",21.6,23.0253497865881
"796",31.6,34.2407441558004
"797",7.3,6.83164650881398
"798",12,12.8766838366428
"799",7.4,6.73069825736915
"800",4.7,4.81784109384106
"801",0,-0.456857436046945
"802",10.2,11.1870676242219
"803",19.5,19.4401126182522
"804",9.5,10.0103629481251
"805",12.3,12.7065620318073
"806",15.8,15.5413308208647
"807",8.1,8.4499081433271
"808",7.8,8.44941997747428
"809",18.7,18.1089057082959
"810",12.8,13.6872992634197
"811",21.7,21.1367112648898
"812",10.9,11.0349184618518
"813",11.6,13.0748263756454
"814",6,6.11864661181792
"815",9.8,10.2119124986152
"816",6.2,5.74804115417485
"817",4.7,4.64892017568489
"818",10.9,11.1748404001886
"819",15.6,14.2695102829313
"820",8.7,8.5787372049328
"821",20.5,21.704476371755
"822",7.7,7.8568825053718
"823",10.2,10.2175965125007
"824",13,12.8687630561828
"825",13.8,14.0387197871761
"826",5.1,5.08107806326969
"827",24.4,24.1229485218606
"828",6.8,6.09239543333066
"829",27.1,27.8040258826872
"830",15.9,16.1724519593602
"831",31.3,32.4031291688936
"832",38.1,39.7116420331896
"833",17.4,17.4214466112521
"834",24.5,23.4662376754545
"835",9.2,9.67779120232893
"836",7.3,8.46482871600848
"837",17.4,16.1000590156929
"838",0,0.841515610583999
"839",4.6,3.67611122328502
"840",12.2,12.4245686553547
"841",9.9,9.7608201912283
"842",21.2,22.0146049882021
"843",16.3,18.3589216779831
"844",13.4,11.1255592883693
"845",19.9,20.781365698196
"846",5.4,6.52247569121413
"847",22.4,19.7895790113391
"848",9.1,9.09973726933909
"849",10.3,10.4837473378586
"850",10.8,11.2563734114038
"851",19.3,19.5047279784907
"852",24.5,26.2170277762608
"853",8.8,9.40500526984349
"854",4.4,6.2605907043119
"855",10.3,11.2940135172304
"856",21.7,19.9378017998044
"857",6.4,6.97846377190992
"858",9.2,8.97177350928107
"859",23.1,22.9005978977069
"860",8.6,9.94544937271248
"861",11.4,10.9263540997864
"862",16.5,16.6753388012817
"863",9.6,10.4803170857469
"864",22.6,22.0215942070164
"865",13.2,14.0768604310509
"866",12.7,12.9601579651196
"867",7.3,7.57040853709337
"868",12.7,13.2584896532372
"869",4.2,4.42747473378008
"870",7.1,7.27357399666148
"871",19.1,17.7435016831549
"872",9.7,9.90404513707511
"873",18.4,15.8788859269094
"874",19.6,16.002495350006
"875",12.2,11.6984093341172
"876",9.5,10.3675833188185
"877",16.4,14.5148712575512
"878",6.3,6.16535526157405
"879",18.6,17.6970425972038
"880",7.2,8.10664952543952
"881",12.2,13.289515532464
"882",7.4,7.60293265467328
"883",14.2,13.5861091865882
"884",10.3,10.9134982164482
"885",10.9,11.4513955127277
"886",6,7.14016853030417
"887",8.6,8.24049668633082
"888",5.6,5.00279471863213
"889",17.4,15.6301706441057
"890",9.8,9.55380846179068
"891",12.1,12.2871657751
"892",10.9,11.5388535938021
"893",12.5,13.1803281703363
"894",8.3,7.72494848735059
"895",8.1,8.45294681897878
"896",16.8,16.1081857584899
"897",16.6,19.327209218666
"898",8.9,9.085365784171
"899",17.1,16.7384552596428
"900",21.2,19.8712842040661
"901",11.4,10.0158229019832
"902",15.7,14.466703269433
"903",20.5,19.4787313065491
"904",5.4,4.90811149611648
"905",18.1,18.5254554046092
"906",30.8,35.3732555302953
"907",5.7,5.87712387668838
"908",5.3,4.34259848979682
"909",16.7,15.6850398266016
"910",9,9.57052354160365
"911",19.8,17.9397811108427
"912",7.7,8.61519712812853
"913",17.1,17.7080945138678
"914",20.5,18.4838477984225
"915",20.3,19.0203867745492
"916",23,22.3238944327301
"917",17.5,16.9110184142541
"918",8,8.34234067843414
"919",5.9,5.93463660243649
"920",24.3,24.7695382078176
"921",5.6,6.03685280665986
"922",0,1.58018701598012
"923",7.9,8.65929017055915
"924",9.5,9.42912437502804
"925",0,2.8313559954363
"926",14.2,14.9993591643231
"927",8.4,8.62991354321044
"928",10.2,10.4363657059651
"929",12.7,12.7580213797438
"930",8.4,8.79629615580253
"931",4.3,4.24500880505314
"932",11.7,12.4988554884883
"933",10.4,10.9431910119944
"934",5.2,4.99535730380248
"935",3.7,3.32026992986166
"936",10.3,10.0776161207055
"937",21.5,20.3829655777824
"938",0,-0.18442340582812
"939",13.9,13.043853243837
"940",18,17.4680636677353
"941",19.8,18.9538333075454
"942",0,5.43084147278166
"943",7.1,6.97778233135506
"944",16.8,14.942809791551
