"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Yr","PER","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","OWS","DWS","WS","WS.48","OBPM","DBPM","BPM","VORP"
"722","Ron Boone","SG",30,"KCK",82,0,3021,747,1577,0.474,0,0,0,747,1577,0.474,0.474,324,384,0.844,128,193,321,338,119,19,230,258,1818,1977,17.5,0.521,0,0.244,4.2,6.9,5.5,17.2,1.8,0.3,11.7362291331759,25.5814480103181,6.1,2,8.1,0.128,2,-1.1,1,2.3
"723","Tom Boswell","PF",23,"BOS",70,0,1083,175,340,0.515,0,0,0,175,340,0.515,0.515,96,135,0.711,111,195,306,85,27,8,102,237,446,1977,13.6,0.558,0,0.397,10.2,17.5,13.9,11,1.1,0.4,19.0117605835372,19.0576412250151,1,1.4,2.4,0.107,-2.2,0.6,-1.7,0.1
"724","Freddie Boyd","PG",26,"NOJ",47,0,1212,194,406,0.478,0,0,0,194,406,0.478,0.478,79,98,0.806,19,71,90,147,44,6,67,78,467,1977,12.6,0.52,0,0.241,1.5,5.6,3.6,17.1,1.6,0.3,12.3492703479811,16.7730530500471,1.3,0.8,2.1,0.083,-1,-0.1,-1.2,0.3
"725","Bill Bradley*","SF",33,"NYK",67,0,1027,127,274,0.464,0,0,0,127,274,0.464,0.464,34,42,0.81,27,76,103,128,25,8,66,122,288,1977,9.5,0.492,0,0.153,2.8,7.6,5.3,15.5,1.1,0.4,18.0083513125479,14.3373986176456,0.3,0.5,0.8,0.038,-2.1,-0.3,-2.4,-0.1
"726","Jim Brewer","PF",25,"CLE",81,0,2672,296,657,0.451,0,0,0,296,657,0.451,0.451,97,178,0.545,275,487,762,195,94,82,120,214,689,1977,12.7,0.469,0,0.271,10.1,19.2,14.5,9.6,1.7,1.7,13.5750463703872,12.218431445122,2,3.9,5.8,0.105,0.1,1.2,1.3,2.2
"727","Junior Bridgeman","SF",23,"MIL",82,0,2410,491,1094,0.449,0,0,0,491,1094,0.449,0.449,197,228,0.864,129,287,416,205,82,26,168,221,1179,1977,14.4,0.494,0,0.208,5.5,12.4,8.9,11.7,1.5,0.5,12.4103370440664,21.7984054476964,2.5,1.1,3.6,0.071,0.2,-1.3,-1.1,0.6
"728","Allan Bristow","SF",25,"SAS",82,0,2017,365,747,0.489,0,0,0,365,747,0.489,0.489,206,258,0.798,119,229,348,240,89,2,161,195,936,1977,15.4,0.544,0,0.345,6.1,11.6,8.9,15.7,1.9,0,15.7018472246863,19.4288466730176,3.2,1.1,4.3,0.101,0.6,-0.9,-0.4,0.8
"729","Gary Brokaw","SG",23,"TOT",80,0,1487,242,564,0.429,0,0,0,242,564,0.429,0.429,163,219,0.744,22,101,123,228,36,36,115,164,647,1977,13.5,0.49,0,0.388,1.5,7.1,4.2,21,1.1,1.3,14.8769898326399,20.9076065879111,1,0.6,1.6,0.052,-0.7,-0.9,-1.6,0.1
"730","Fred Brown","SG",28,"SEA",72,0,2098,534,1114,0.479,0,0,0,534,1114,0.479,0.479,168,190,0.884,68,164,232,176,124,19,119,140,1236,1977,17.4,0.516,0,0.171,3.2,8.4,5.7,13.7,2.7,0.5,9.07303699110275,23.6292768980731,3.9,2.2,6.1,0.14,1.6,0.6,2.2,2.2
"731","John Brown","SF",25,"ATL",77,0,1405,160,350,0.457,0,0,0,160,350,0.457,0.457,121,150,0.807,75,161,236,103,46,7,95,217,441,1977,10.5,0.53,0,0.429,5.6,12.4,8.9,10.2,1.5,0.3,18.1799747171655,15.1782915668512,0.8,0.9,1.7,0.058,-2.3,0,-2.3,-0.1
"732","Roger Brown","C",26,"DET",43,0,322,21,56,0.375,0,0,0,21,56,0.375,0.375,18,26,0.692,31,59,90,12,15,18,26,68,60,1977,8.7,0.445,0,0.464,10,19,14.5,4.2,2.1,2.9,25.6701636145481,13.3599908087916,-0.2,0.4,0.2,0.029,-4.2,1,-3.3,-0.1
"733","Joe Bryant","PF",22,"PHI",61,0,612,107,240,0.446,0,0,0,107,240,0.446,0.446,53,70,0.757,45,72,117,48,36,13,51,84,267,1977,14.1,0.493,0,0.292,7.8,11.2,9.6,11,2.6,1.1,15.410764062008,20.8468939390864,0.3,0.8,1.2,0.093,-1.1,0.6,-0.5,0.2
"734","Quinn Buckner","PG",22,"MIL",79,0,2095,299,689,0.434,0,0,0,299,689,0.434,0.434,83,154,0.539,91,173,264,372,192,21,181,291,681,1977,13.5,0.45,0,0.224,4.5,8.6,6.5,22.5,4.1,0.5,18.6465984681468,18.2490849222844,-0.5,2,1.5,0.035,-2.1,1.7,-0.4,0.9
"735","Ticky Burden","SG",23,"NYK",61,0,608,148,352,0.42,0,0,0,148,352,0.42,0.42,51,85,0.6,26,40,66,62,47,1,64,88,347,1977,14.6,0.446,0,0.241,4.6,6.8,5.7,14.9,3.4,0.1,14.9827771646575,30.4076777406977,-0.7,0.7,0,-0.004,-3.1,0,-3.1,-0.2
"736","Tom Burleson","C",24,"SEA",82,0,1803,288,652,0.442,0,0,0,288,652,0.442,0.442,220,301,0.731,184,367,551,93,74,117,136,259,796,1977,16.3,0.507,0,0.462,10.1,21.8,15.7,7.3,1.8,3.5,14.5912554021534,20.0493881838001,1.4,3,4.4,0.117,-1,0.9,0,0.9
"737","Don Buse","PG",26,"IND",81,0,2947,266,639,0.416,0,0,0,266,639,0.416,0.416,114,145,0.786,66,204,270,685,281,16,186,129,646,1977,14.1,0.46,0,0.227,2.1,6.9,4.4,29,4.3,0.3,19.630996714229,11.3098287062763,1.5,3.1,4.7,0.076,-0.3,1.9,1.6,2.7
"738","Corky Calhoun","SF",26,"POR",70,0,743,85,183,0.464,0,0,0,85,183,0.464,0.464,66,85,0.776,40,104,144,35,24,8,50,123,236,1977,10,0.535,0,0.464,5.6,14.2,10,5.9,1.4,0.6,18.1778293866652,14.8564143756869,0.5,0.8,1.3,0.083,-2.4,-0.1,-2.5,-0.1
"739","Mack Calvin","PG",29,"TOT",76,0,1438,220,544,0.404,0,0,0,220,544,0.404,0.404,287,338,0.849,36,60,96,240,61,3,144,127,727,1977,15.5,0.525,0,0.621,2.6,4.2,3.4,21.7,1.8,0.1,16.7844165592872,23.3547155977635,1.9,0.9,2.8,0.092,-0.3,-1.5,-1.8,0.1
"740","Austin Carr","SG",28,"CLE",82,0,2409,558,1221,0.457,0,0,0,558,1221,0.457,0.457,213,268,0.795,120,120,240,220,57,10,136,221,1329,1977,15.3,0.496,0,0.219,4.9,5.2,5.1,14.3,1.1,0.2,9.45689232341405,24.2505813850624,3.9,1.4,5.3,0.105,0.9,-1.3,-0.4,1
"741","M.L. Carr","SF",26,"DET",82,0,2643,443,931,0.476,0,0,0,443,931,0.476,0.476,205,279,0.735,211,420,631,181,165,58,183,287,1091,1977,15.2,0.518,0,0.3,8.3,16.4,12.4,8.7,2.8,1.1,14.9326973063201,17.8699303431923,2.9,3,5.9,0.107,0.4,0.7,1.1,2.1
"742","Fred Carter","SG",31,"TOT",61,0,1112,209,500,0.418,0,0,0,209,500,0.418,0.418,68,96,0.708,55,62,117,125,39,9,79,125,486,1977,11.7,0.448,0,0.192,5.1,5.7,5.4,15.3,1.6,0.4,12.7565928840309,22.1731432374007,0.1,0.4,0.4,0.018,-1.7,-1.5,-3.2,-0.4
"743","Cornelius Cash","PF",24,"DET",6,0,49,9,23,0.391,0,0,0,9,23,0.391,0.391,3,6,0.5,8,8,16,1,2,1,3,8,21,1977,12,0.41,0,0.261,16.9,16.9,16.9,2.6,1.8,1.1,10.2436983841487,24.4983132181351,-0.1,0,0,-0.01,-3.8,-0.8,-4.6,-0.1
"744","Harvey Catchings","C",25,"PHI",53,0,864,62,123,0.504,0,0,0,62,123,0.504,0.504,33,47,0.702,64,170,234,30,23,78,56,130,157,1977,10,0.546,0,0.382,7.8,18.7,13.5,4.3,1.2,4.5,29.6543534270089,8.60399110967859,0.2,1.5,1.7,0.092,-2.3,2.4,0.1,0.5
"745","Don Chaney","SG",30,"LAL",81,0,2408,213,522,0.408,0,0,0,213,522,0.408,0.408,70,94,0.745,120,210,330,308,140,33,135,224,496,1977,10.2,0.44,0,0.18,5.2,8.7,7,15.3,2.7,0.7,18.0820645522929,11.8569123293372,0.4,2.6,2.9,0.058,-1.7,1.5,-0.2,1.1
"746","Ken Charles","SG",25,"ATL",82,0,2487,354,855,0.414,0,0,0,354,855,0.414,0.414,205,256,0.801,41,127,168,295,141,45,186,240,913,1977,12,0.472,0,0.299,1.7,5.5,3.6,17.2,2.6,1,15.8565870442931,19.0479421936868,0.5,1.8,2.3,0.044,-1.6,0.7,-0.9,0.7
"747","Phil Chenier","SG",26,"WSB",78,0,2842,654,1472,0.444,0,0,0,654,1472,0.444,0.444,270,321,0.841,56,243,299,294,120,39,195,166,1578,1977,15.8,0.489,0,0.218,2.1,8.6,5.4,15.7,1.9,0.7,10.4866901276057,25.3041723576348,2.9,2.9,5.8,0.098,0.5,0.1,0.5,1.8
"748","Jim Chones","C",27,"CLE",82,0,2378,450,972,0.463,0,0,0,450,972,0.463,0.463,155,212,0.731,208,480,688,104,32,77,108,258,1055,1977,14.8,0.495,0,0.218,8.6,21.2,14.7,6.4,0.6,1.8,9.72674238219486,18.9859987807809,2.9,3,5.9,0.119,-0.2,-0.4,-0.6,0.8
"749","Jim Cleamons","PG",27,"CLE",60,0,2045,257,592,0.434,0,0,0,257,592,0.434,0.434,112,148,0.757,99,174,273,308,66,23,103,126,626,1977,12.9,0.476,0,0.25,4.8,8.9,6.8,20.2,1.5,0.6,12.5645222459356,15.1886630273317,2,1.8,3.8,0.088,0.1,0.3,0.4,1.2
"750","E.C. Coleman","PF",26,"NOJ",77,0,2369,290,628,0.462,0,0,0,290,628,0.462,0.462,82,112,0.732,149,399,548,103,62,32,124,280,662,1977,9.6,0.489,0,0.178,6.2,16.1,11.2,5.8,1.2,0.7,14.9828674073235,13.4913366753335,0.7,2.6,3.2,0.065,-2.4,0.2,-2.2,-0.1
"751","Doug Collins","SG",25,"PHI",58,0,2037,426,823,0.518,0,0,0,426,823,0.518,0.518,210,250,0.84,64,131,195,271,70,15,146,174,1062,1977,16.7,0.569,0,0.304,3.3,6.1,4.8,19.6,1.5,0.4,13.632559161432,20.6174960836719,4.6,1.6,6.2,0.145,1.4,-0.5,0.8,1.4
"752","Norm Cook","SF",21,"BOS",25,0,138,27,72,0.375,0,0,0,27,72,0.375,0.375,9,17,0.529,10,17,27,5,10,3,12,27,63,1977,10.3,0.396,0,0.236,7.2,12,9.6,5.3,3.2,1.1,14.1283242035054,26.9913190764418,-0.3,0.2,-0.1,-0.023,-4.9,0.5,-4.4,-0.1
"753","Dave Cowens*","C",28,"BOS",50,0,1888,328,756,0.434,0,0,0,328,756,0.434,0.434,162,198,0.818,147,550,697,248,46,49,179,181,818,1977,16.8,0.485,0,0.262,7.7,28.3,18.1,18.8,1.1,1.3,17.2596112113598,21.3393700534591,1.1,3.3,4.4,0.113,0.8,1.7,2.6,2.2
"754","Mike D'Antoni","SG",25,"SAS",2,0,9,1,3,0.333,0,0,0,1,3,0.333,0.333,1,2,0.5,0,2,2,2,0,0,5,3,3,1977,7.2,0.387,0,0.667,0,22.6,11.4,26.8,0,0,55.3751229533394,32.9599051383399,0,0,0,-0.185,-4.8,-0.1,-5,0
"755","Louie Dampier*","PG",32,"SAS",80,0,1634,233,507,0.46,0,0,0,233,507,0.46,0.46,64,86,0.744,22,54,76,234,49,15,96,93,530,1977,10.4,0.486,0,0.17,1.4,3.4,2.4,18,1.3,0.4,14.8700424040836,15.1822825211761,1,0.2,1.2,0.035,-1.1,-1.5,-2.6,-0.2
"756","Bob Dandridge","SF",29,"MIL",70,0,2501,585,1253,0.467,0,0,0,585,1253,0.467,0.467,283,367,0.771,146,294,440,268,95,28,195,222,1453,1977,17.5,0.514,0,0.293,6,12.2,9.1,15.4,1.7,0.6,12.4557883353303,24.6450350993197,4.2,1.2,5.4,0.104,1.9,-1.1,0.8,1.8
"757","Mel Daniels*","C",32,"NYN",11,0,126,13,35,0.371,0,0,0,13,35,0.371,0.371,13,23,0.565,10,24,34,6,3,11,17,29,39,1977,10.7,0.432,0,0.657,7.6,20.3,13.7,7,1.1,4.9,27.2603277775329,22.0471880728507,-0.2,0.2,0,-0.002,-5,0.8,-4.3,-0.1
"758","Adrian Dantley*","SF",21,"BUF",77,0,2816,544,1046,0.52,0,0,0,544,1046,0.52,0.52,476,582,0.818,251,336,587,144,91,15,195,215,1564,1977,18.3,0.601,0,0.556,8.9,12.1,10.5,7.7,1.4,0.3,13.7882597407306,20.2023983016279,8.2,1.6,9.8,0.167,2.7,-1.1,1.6,2.5
"759","Dwight Davis","PF",27,"GSW",33,0,552,55,124,0.444,0,0,0,55,124,0.444,0.444,49,72,0.681,34,61,95,29,11,8,37,93,159,1977,8.6,0.511,0,0.581,6.2,11.2,8.7,6.2,0.9,0.8,19.5102359563007,14.9107790862728,0.2,0.4,0.6,0.049,-3.4,-0.8,-4.1,-0.3
"760","Johnny Davis","SG",21,"POR",79,0,1451,234,531,0.441,0,0,0,234,531,0.441,0.441,166,209,0.794,62,64,126,148,41,11,104,128,634,1977,12.8,0.509,0,0.394,4.5,4.5,4.5,13.5,1.3,0.4,14.1448851119172,19.786766407135,1.7,0.9,2.5,0.084,-0.2,-1.4,-1.6,0.1
"761","Mel Davis","PF",26,"TOT",56,0,1094,168,464,0.362,0,0,0,168,464,0.362,0.362,64,91,0.703,98,195,293,71,31,5,96,130,400,1977,10.7,0.397,0,0.196,8.9,18.8,13.7,9.7,1.3,0.3,15.4094753673994,23.4356522367117,-1.5,1.2,-0.4,-0.016,-3.3,-1.4,-4.7,-0.7
"762","Mickey Davis","SF",26,"MIL",19,0,165,29,68,0.426,0,0,0,29,68,0.426,0.426,23,25,0.92,11,18,29,20,6,4,8,11,81,1977,16.8,0.513,0,0.368,6.9,11.4,9.1,16.1,1.6,1.2,8.51956897346277,21.8062302123977,0.3,0.1,0.4,0.102,0.1,-0.3,-0.3,0.2
"763","Ron Davis","SF",22,"ATL",7,0,67,8,35,0.229,0,0,0,8,35,0.229,0.229,4,13,0.308,2,5,7,2,7,0,9,9,20,1977,2.1,0.246,0,0.371,3.1,8.1,5.6,4.2,4.8,0,17.8644759119061,37.3433698116711,-0.4,0.1,-0.4,-0.256,-6.3,-0.4,-6.8,-0.2
"764","Darryl Dawkins","C",20,"PHI",59,0,684,135,215,0.628,0,0,0,135,215,0.628,0.628,40,79,0.506,59,171,230,24,12,49,62,129,310,1977,16.5,0.621,0,0.367,9.1,23.7,16.8,5.1,0.8,3.6,20.2304277189404,17.7655399548175,0.9,1.2,2.1,0.15,-0.8,1,0.2,0.4
"765","Randy Denton","C",27,"ATL",45,0,700,103,256,0.402,0,0,0,103,256,0.402,0.402,33,47,0.702,81,137,218,33,14,16,48,100,239,1977,11.2,0.432,0,0.184,12.1,21.2,16.6,6.9,0.9,1.3,14.1050699952701,18.9128998087179,-0.2,0.6,0.4,0.029,-2.4,-1.3,-3.7,-0.3
"766","Henry Dickerson","PG",25,"ATL",6,0,63,6,12,0.5,0,0,0,6,12,0.5,0.5,5,8,0.625,0,2,2,11,1,0,5,13,17,1977,8.5,0.548,0,0.667,0,3.4,1.7,23.7,0.7,0,22.2307687520817,16.2899420299708,0,0,0,0,-4,-0.5,-4.5,-0.1
"767","Derrek Dickey","PF",25,"GSW",49,0,856,158,345,0.458,0,0,0,158,345,0.458,0.458,45,61,0.738,100,140,240,63,20,11,55,101,361,1977,14,0.485,0,0.177,11.7,16.6,14.2,9.7,1,0.7,11.6480477570465,19.1019856037711,0.9,0.8,1.7,0.093,-0.2,-1.4,-1.6,0.1
"768","Coby Dietrick","C",28,"SAS",82,0,1772,285,620,0.46,0,0,0,285,620,0.46,0.46,119,166,0.717,111,261,372,148,88,57,140,267,689,1977,12.8,0.497,0,0.268,6.5,15,10.8,10.7,2.1,1.6,16.5902655352269,18.3090513206989,0.7,1.6,2.3,0.061,-1.6,0.2,-1.4,0.3
"769","Ernie DiGregorio","PG",26,"BUF",81,0,2267,365,875,0.417,0,0,0,365,875,0.417,0.417,138,146,0.945,52,132,184,378,57,3,162,150,868,1977,12.1,0.462,0,0.167,2.3,5.9,4.1,24.1,1.1,0.1,14.0242906337034,19.9491056535305,0.7,0.5,1.3,0.027,-1.3,-1.8,-3.1,-0.6
"770","Leon Douglas","C",22,"DET",82,0,1626,245,512,0.479,0,0,0,245,512,0.479,0.479,127,229,0.555,181,345,526,68,44,81,141,294,617,1977,13.3,0.503,0,0.447,11.5,22,16.8,5.2,1.2,2.6,17.5369431969827,18.9610850939075,0.3,1.8,2.1,0.063,-2.4,-0.5,-2.9,-0.4
"771","John Drew","SF",22,"ATL",74,0,2688,689,1416,0.487,0,0,0,689,1416,0.487,0.487,412,577,0.714,280,395,675,133,102,29,220,275,1790,1977,20.2,0.536,0,0.407,10.9,15.9,13.4,8.6,1.7,0.6,11.366266116527,27.502025843533,5.7,2.2,7.9,0.142,3,-1.2,1.8,2.6
"772","Charles Dudley","PG",26,"GSW",79,0,1682,220,421,0.523,0,0,0,220,421,0.523,0.523,129,203,0.635,119,177,296,347,67,6,141,169,569,1977,15.7,0.557,0,0.482,7.1,10.7,8.9,25.5,1.8,0.2,20.3589872092176,15.4595353927567,2.7,1.3,4,0.115,1.3,-0.1,1.2,1.3
"773","Mike Dunleavy","PG",22,"PHI",32,0,359,60,145,0.414,0,0,0,60,145,0.414,0.414,34,45,0.756,10,24,34,56,13,2,36,64,154,1977,11.9,0.467,0,0.31,2.9,6.3,4.7,21.7,1.6,0.3,17.627262077425,24.3466677484046,-0.1,0.3,0.2,0.023,-3.7,-0.9,-4.6,-0.3
"774","Jim Eakins","C",30,"KCK",82,0,1338,151,336,0.449,0,0,0,151,336,0.449,0.449,188,222,0.847,112,249,361,119,29,49,94,195,490,1977,14.6,0.565,0,0.661,8.4,20,14,11.3,1,2,17.5534532773054,15.7202078992601,2.1,1.5,3.6,0.128,-0.4,0.4,0,0.7
"775","Al Eberhard","SF",24,"DET",68,0,1219,181,380,0.476,0,0,0,181,380,0.476,0.476,109,138,0.79,76,145,221,50,45,15,83,197,471,1977,11.5,0.534,0,0.363,6.5,12.3,9.4,5.1,1.6,0.6,15.5888898765039,17.2076668426522,1,0.8,1.8,0.069,-2.1,-0.6,-2.7,-0.2
"776","Len Elmore","C",24,"IND",6,0,46,7,17,0.412,0,0,0,7,17,0.412,0.412,4,5,0.8,7,8,15,2,0,4,6,11,18,1977,12.8,0.469,0,0.294,14.4,17.3,15.8,5.9,0,4.5,25.6095819949826,21.4748125144707,0,0,0,0.039,-4,-0.3,-4.3,0
"777","Darrell Elston","SG",24,"IND",5,0,40,2,14,0.143,0,0,0,2,14,0.143,0.143,1,2,0.5,1,5,6,2,1,0,4,6,5,1977,-1.6,0.168,0,0.143,2.4,12.5,7.3,5.9,1.1,0,23.2956937349064,23.259382705526,-0.2,0,-0.2,-0.218,-5.6,-0.7,-6.3,-0.1
"778","Alex English*","SF",23,"MIL",60,0,648,132,277,0.477,0,0,0,132,277,0.477,0.477,46,60,0.767,68,100,168,25,17,18,40,78,310,1977,14.8,0.511,0,0.217,10.8,16.1,13.4,5.3,1.2,1.4,11.0559759097601,20.0333286886759,0.8,0.4,1.2,0.09,-0.1,-1.6,-1.7,0
"779","Keith Erickson","SF",32,"PHO",50,0,949,142,294,0.483,0,0,0,142,294,0.483,0.483,37,50,0.74,36,108,144,104,30,7,64,122,321,1977,11.1,0.508,0,0.17,4.1,12.2,8.2,15.4,1.4,0.4,16.9985307448542,16.1563623691614,0.4,1,1.4,0.071,-1.9,0.3,-1.6,0.1
"780","Julius Erving*","SF",26,"PHI",82,0,2940,685,1373,0.499,0,0,0,685,1373,0.499,0.499,400,515,0.777,192,503,695,306,159,113,266,251,1770,1977,20.9,0.553,0,0.375,6.9,16.2,11.8,15.9,2.4,1.9,14.8329704701826,24.0865423320736,6.8,4.8,11.5,0.188,3.3,1.3,4.5,4.8
"781","Butch Feher","SG",22,"PHO",48,0,487,86,162,0.531,0,0,0,86,162,0.531,0.531,76,99,0.768,18,56,74,36,11,7,35,46,248,1977,15.9,0.603,0,0.611,4,12.4,8.2,10.8,1,0.8,13.9491140784745,20.2727572091299,1,0.5,1.5,0.145,0.9,-0.3,0.6,0.3
"782","Eric Fernsten","C",23,"CHI",5,0,61,3,15,0.2,0,0,0,3,15,0.2,0.2,8,11,0.727,9,7,16,6,1,3,7,9,14,1977,10,0.353,0,0.733,15.2,12.1,13.7,12.8,0.8,2.7,27.7242610339409,19.0653169068682,-0.1,0.1,0,0.004,-3.8,0,-3.9,0
"783","Mike Flynn","SG",23,"IND",73,0,1324,250,573,0.436,0,0,0,250,573,0.436,0.436,101,142,0.711,76,111,187,179,57,6,97,106,601,1977,14.5,0.473,0,0.248,5.4,8.4,6.9,19.2,1.9,0.2,13.1709480143465,21.5990191461908,1,0.7,1.7,0.062,0,-1.1,-1.1,0.3
"784","Chris Ford","SG",28,"DET",82,0,2539,437,918,0.476,0,0,0,437,918,0.476,0.476,131,170,0.771,96,174,270,337,179,26,160,192,1005,1977,14.6,0.506,0,0.185,3.9,7.1,5.5,17,3.1,0.5,13.6041024495112,17.4316673830317,2.8,2,4.7,0.09,0.2,1,1.2,2.1
"785","Don Ford","PF",24,"LAL",82,0,1782,262,570,0.46,0,0,0,262,570,0.46,0.46,73,102,0.716,105,248,353,133,60,21,98,170,597,1977,11.7,0.485,0,0.179,6.1,13.9,10.1,9.6,1.5,0.6,13.3956583117855,15.9672260146005,1,1.8,2.8,0.076,-1.2,-0.2,-1.4,0.3
"786","Fred Foster","SF",30,"BUF",59,0,689,99,247,0.401,0,0,0,99,247,0.401,0.401,30,44,0.682,33,43,76,48,16,0,43,92,228,1977,7.7,0.428,0,0.178,4.8,6.3,5.6,9.8,1,0,14.1136120110016,18.8480417083408,-0.4,0.2,-0.2,-0.017,-4.2,-1.7,-5.9,-0.7
"787","Jim Fox","C",33,"NYN",71,0,1165,184,398,0.462,0,0,0,184,398,0.462,0.462,95,114,0.833,100,229,329,49,20,25,73,158,463,1977,13.8,0.517,0,0.286,8.3,21,14.3,6.7,0.8,1.2,13.0961409848603,18.2232851720649,1,1.3,2.4,0.097,-1.5,-0.7,-2.2,-0.1
"788","Walt Frazier*","PG",31,"NYK",76,0,2687,532,1089,0.489,0,0,0,532,1089,0.489,0.489,259,336,0.771,52,241,293,403,132,9,213,194,1323,1977,16.6,0.535,0,0.309,2.1,9.2,5.7,20.6,2.2,0.2,14.6570756899246,21.5104862567051,3.8,2.3,6.1,0.108,0.8,0.1,0.9,2
"789","World B. Free","SG",23,"PHI",78,0,2253,467,1022,0.457,0,0,0,467,1022,0.457,0.457,334,464,0.72,97,140,237,266,75,25,208,207,1268,1977,16.2,0.517,0,0.454,4.6,5.9,5.3,17.4,1.5,0.6,14.5724333047511,25.2419100891273,2.9,1.8,4.6,0.099,0.3,-1.2,-0.9,0.7
"790","Terry Furlow","SG",22,"PHI",32,0,174,34,100,0.34,0,0,0,34,100,0.34,0.34,16,18,0.889,18,21,39,19,7,2,14,11,84,1977,13.4,0.389,0,0.18,10.9,11.5,11.2,15.8,1.8,0.6,13.1057236487717,27.1993390880516,-0.2,0.2,0,0.011,-2.5,-1.3,-3.7,-0.1
"791","Mike Gale","SG",26,"SAS",82,0,2598,353,754,0.468,0,0,0,353,754,0.468,0.468,137,167,0.82,54,219,273,473,191,50,202,224,843,1977,13.9,0.509,0,0.221,2.2,8.6,5.4,22.7,3.2,0.9,18.368522951757,15.2313898470891,1.9,2.2,4,0.075,-0.4,1.1,0.7,1.8
"792","Rowland Garrett","SF",26,"TOT",62,0,598,106,239,0.444,0,0,0,106,239,0.444,0.444,41,51,0.804,37,75,112,27,21,10,33,80,253,1977,12.1,0.484,0,0.213,6.3,13.1,9.6,6.1,1.6,0.9,11.2758323529785,19.1658383890738,0.3,0.4,0.8,0.064,-2,-0.6,-2.6,-0.1
"793","Gus Gerard","SF",23,"TOT",65,0,1048,201,454,0.443,0,0,0,201,454,0.443,0.443,78,117,0.667,89,128,217,92,44,62,98,164,480,1977,14.4,0.475,0,0.258,8.7,12.3,10.5,12.8,1.8,3,16.1407481214265,22.9207290269747,0,1.3,1.3,0.06,-1.5,0.7,-0.8,0.3
"794","George Gervin*","SF",24,"SAS",82,0,2705,726,1335,0.544,0,0,0,726,1335,0.544,0.544,443,532,0.833,134,320,454,238,105,104,244,286,1895,1977,21.4,0.604,0,0.399,5.2,12,8.6,13.1,1.7,1.9,13.5285474797202,24.7243127376999,8.7,1.8,10.5,0.187,3.9,-0.4,3.5,3.8
"795","John Gianelli","C",26,"TOT",76,0,1913,257,579,0.444,0,0,0,257,579,0.444,0.444,90,125,0.72,154,321,475,83,35,98,96,171,604,1977,11.5,0.476,0,0.216,8.3,17.1,12.7,5.9,0.8,2.6,12.6966326668387,14.9211542357827,0.8,1.7,2.5,0.063,-1.2,-0.2,-1.4,0.3
"796","Herm Gilliam","SG",30,"POR",80,0,1665,326,744,0.438,0,0,0,326,744,0.438,0.438,92,120,0.767,64,137,201,170,76,6,111,168,744,1977,12.7,0.467,0,0.161,4,8.3,6.2,14.1,2,0.2,12.1893997633896,21.0676029090719,0.9,1.5,2.5,0.071,-1.1,-0.6,-1.7,0.1
"797","Artis Gilmore*","C",27,"CHI",82,0,2877,570,1091,0.522,0,0,0,570,1091,0.522,0.522,387,586,0.66,313,757,1070,199,44,203,214,266,1527,1977,21.6,0.566,0,0.537,11.2,27.7,19.4,11.1,0.7,3.9,14.1581287018164,21.1242016442387,6.7,5.5,12.2,0.203,2.9,1.3,4.2,4.5
"798","Gail Goodrich*","SG",33,"NOJ",27,0,609,136,305,0.446,0,0,0,136,305,0.446,0.446,68,85,0.8,25,36,61,74,22,2,44,43,340,1977,16.1,0.496,0,0.279,4,5.6,4.8,18.8,1.6,0.2,9.73149072779964,25.5615478790975,0.7,0.4,1.2,0.091,0.7,-1,-0.3,0.3
"799","Leonard Gray","PF",25,"TOT",83,0,1639,258,592,0.436,0,0,0,258,592,0.436,0.436,118,158,0.747,84,209,293,124,58,31,124,273,634,1977,11.4,0.479,0,0.267,5.3,13.2,9.2,10.5,1.6,1,15.4863559630828,19.4740141921574,0,1.8,1.8,0.053,-2.8,0.3,-2.5,-0.2
"800","Mike Green","C",25,"SEA",76,0,1928,290,658,0.441,0,0,0,290,658,0.441,0.441,166,235,0.706,191,312,503,120,45,129,122,201,746,1977,14.5,0.49,0,0.357,9.8,17.4,13.4,8.7,1,3.6,13.6260566606445,17.8367866553616,1.4,2.5,3.9,0.097,-0.4,0.5,0.1,1
"801","Steve Green","SF",23,"IND",70,0,918,183,424,0.432,0,0,0,183,424,0.432,0.432,84,113,0.743,79,98,177,46,46,12,71,157,450,1977,13.3,0.475,0,0.267,8.1,10.6,9.4,7.2,2.2,0.7,12.9636793949552,23.4001624625303,0.4,0.7,1.1,0.055,-2.2,-1.1,-3.3,-0.3
"802","Kevin Grevey","SF",23,"WSB",76,0,1306,224,530,0.423,0,0,0,224,530,0.423,0.423,79,119,0.664,73,105,178,68,29,9,75,148,527,1977,9.9,0.452,0,0.225,5.9,8.1,7,7.2,1,0.4,11.5573974958847,20.4516393873639,-0.2,1,0.7,0.027,-2.7,-1.2,-3.9,-0.6
