"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Yr","PER","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","OWS","DWS","WS","WS.48","OBPM","DBPM","BPM","VORP"
"81","Clem Haskins","SG",30,"PHO",81,0,1822,364,792,0.46,0,0,0,364,792,0.46,0.46,171,203,0.842,78,144,222,259,81,16,134,166,899,1974,16,0.51,0,0.256,4.4,7.9,6.2,20.3,1.9,0.4,13.3177047160761,21.6074164618618,2.7,0.7,3.4,0.09,0.9,-0.7,0.2,1
"82","John Havlicek*","SF",33,"BOS",76,0,3091,685,1502,0.456,0,0,0,685,1502,0.456,0.456,346,416,0.832,138,349,487,447,95,32,215,196,1716,1974,17.4,0.509,0,0.277,4.4,10.6,7.6,20.8,1.3,0.5,11.5021038036792,24.1688127506844,5.9,3.8,9.7,0.151,1.7,0.2,2,3.1
"83","Connie Hawkins*","SF",31,"TOT",79,0,2761,404,807,0.501,0,0,0,404,807,0.501,0.501,191,251,0.761,176,389,565,407,113,81,212,223,999,1974,15.5,0.544,0,0.311,6.1,12.5,9.4,19.7,1.8,1.4,18.3672947980653,15.352120829727,4.1,3,7.1,0.124,1.2,1,2.2,2.9
"84","Nate Hawthorne","SG",24,"LAL",33,0,229,38,93,0.409,0,0,0,38,93,0.409,0.409,30,48,0.625,16,16,32,23,9,6,21,33,106,1974,12.8,0.464,0,0.516,6.7,6.1,6.4,13.8,1.7,1.2,15.4951755949567,24.3738380910441,0,0.2,0.1,0.03,-2.6,-0.6,-3.2,-0.1
"85","Elvin Hayes*","PF",28,"CAP",81,0,3602,689,1627,0.423,0,0,0,689,1627,0.423,0.423,357,495,0.721,354,1109,1463,163,86,240,232,252,1735,1974,18.2,0.47,0,0.304,9.2,29.7,19.3,6.6,1.1,3.4,11.0783800477703,22.731623292267,2.6,8.1,10.6,0.142,0.7,1.1,1.7,3.4
"86","Spencer Haywood*","PF",24,"SEA",75,0,3039,694,1520,0.457,0,0,0,694,1520,0.457,0.457,373,458,0.814,318,689,1007,240,65,106,211,198,1761,1974,19.4,0.511,0,0.301,9.7,23.1,16.1,11.6,0.9,1.8,11.1341119802249,23.2838138331493,6.2,3.5,9.7,0.153,2.8,-0.4,2.3,3.3
"87","Walt Hazzard","PG",31,"SEA",49,0,571,76,180,0.422,0,0,0,76,180,0.422,0.422,34,45,0.756,18,39,57,122,26,6,49,78,186,1974,12.6,0.465,0,0.25,2.9,7,4.8,27.6,2,0.5,19.3219016570121,18.1425102998026,0.2,0.4,0.6,0.051,-1.9,0,-1.9,0
"88","Gar Heard","PF",25,"BUF",81,0,2889,524,1205,0.435,0,0,0,524,1205,0.435,0.435,191,294,0.65,270,677,947,180,136,230,222,300,1239,1974,16,0.464,0,0.244,9.5,22.7,16.3,8.2,2,3.9,14.3176327870579,20.0077282953527,0.7,4.3,5,0.084,-0.6,0.8,0.2,1.6
"89","Lou Hudson","SF",29,"ATL",65,0,2588,678,1356,0.5,0,0,0,678,1356,0.5,0.5,295,353,0.836,126,224,350,213,160,29,183,205,1651,1974,19.5,0.546,0,0.26,4.8,8.9,6.8,12.7,2.7,0.6,10.6989550131548,24.3810384653172,6.5,2.4,8.8,0.164,2.6,0.3,2.9,3.2
"90","John Hummer","PF",25,"TOT",53,0,1119,144,305,0.472,0,0,0,144,305,0.472,0.472,59,124,0.476,84,199,283,107,28,22,75,119,347,1974,11.9,0.483,0,0.407,7.1,18.2,12.4,12.4,1.1,1,16.6919768990634,14.5562053484654,0.4,1.2,1.6,0.067,-1.1,0.4,-0.7,0.4
"91","Tom Ingelsby","PG",22,"ATL",48,0,398,50,131,0.382,0,0,0,50,131,0.382,0.382,29,37,0.784,10,34,44,37,19,4,28,43,129,1974,9.5,0.438,0,0.282,2.5,8.8,5.6,11.8,2.1,0.5,16.1543699963058,18.4027256589171,-0.2,0.3,0.1,0.014,-3.5,0,-3.4,-0.1
"92","Phil Jackson*","PF",28,"NYK",82,0,2050,361,757,0.477,0,0,0,361,757,0.477,0.477,191,246,0.776,123,355,478,134,42,67,123,277,913,1974,15,0.528,0,0.325,6.3,18.2,12.3,9.3,1,1.8,12.7153001046163,19.7783764449229,2.4,3.2,5.6,0.131,-0.5,0.8,0.3,1.2
"93","Charles Johnson","PG",24,"GSW",59,0,1051,194,468,0.415,0,0,0,194,468,0.415,0.415,38,55,0.691,49,126,175,102,62,7,64,111,426,1974,12.3,0.433,0,0.118,4.5,11.1,7.9,12.8,2.6,0.3,10.4745364292389,20.739980421735,-0.1,1.1,1,0.044,-2.4,0.4,-2,0
"94","George Johnson","C",26,"HOU",26,0,238,23,51,0.451,0,0,0,23,51,0.451,0.451,8,17,0.471,20,41,61,9,8,8,16,46,54,1974,8.4,0.462,0,0.333,9.1,18.2,13.7,4.7,1.5,1.8,20.7060754144206,13.7276090516226,-0.1,0.2,0.1,0.025,-3.8,-0.1,-3.9,-0.1
"95","John Johnson","SF",26,"POR",69,0,2287,459,990,0.464,0,0,0,459,990,0.464,0.464,212,261,0.812,160,355,515,284,69,29,179,221,1130,1974,16.8,0.511,0,0.264,7,16.1,11.5,17.5,1.3,0.7,14.0562324367541,22.0187598973131,3.2,0.7,4,0.083,1.3,-1.3,0,1.1
"96","Ollie Johnson","SF",24,"POR",79,0,1718,209,434,0.482,0,0,0,209,434,0.482,0.482,77,94,0.819,116,208,324,167,60,30,104,179,495,1974,11.8,0.521,0,0.217,6.8,12.6,9.6,12.4,1.5,0.9,17.3472290790828,13.3109444496748,1.6,0.5,2,0.057,-0.4,-0.5,-0.9,0.5
"97","Dwight Jones","PF",21,"ATL",74,0,1448,238,502,0.474,0,0,0,238,502,0.474,0.474,116,156,0.744,145,309,454,86,29,64,105,197,592,1974,14.6,0.519,0,0.311,9.9,21.9,15.8,7.9,0.9,2.3,14.9192989856074,18.0444860385882,1.4,1.6,2.9,0.098,-0.8,-0.3,-1.2,0.3
"98","Larry Jones","PG",31,"PHI",72,0,1876,263,622,0.423,0,0,0,263,622,0.423,0.423,197,235,0.838,71,113,184,230,85,18,118,116,723,1974,13.7,0.498,0,0.378,3.5,6,4.7,17.4,2,0.5,13.5406998312,18.150942125007,1.7,1.1,2.9,0.073,-0.4,0.2,-0.2,0.9
"99","Bob Kauffman","PF",27,"BUF",74,0,1304,171,366,0.467,0,0,0,171,366,0.467,0.467,107,150,0.713,97,229,326,142,37,18,103,155,449,1974,13.1,0.52,0,0.41,7.6,17,12.4,13.5,1.2,0.7,18.5636178377924,16.0430581154255,1.1,1,2,0.075,-0.7,-0.3,-0.9,0.3
"100","Ben Kelso","SG",24,"DET",46,0,298,35,96,0.365,0,0,0,35,96,0.365,0.365,15,22,0.682,15,16,31,18,12,1,19,45,85,1974,6.8,0.402,0,0.229,5.2,5.5,5.3,8,1.8,0.2,15.6890815460048,18.1077289412585,-0.3,0.3,0,0,-4.9,0,-4.9,-0.2
"101","Toby Kimball","PF",31,"PHI",75,0,1592,216,456,0.474,0,0,0,216,456,0.474,0.474,127,185,0.686,185,367,552,73,49,23,111,199,559,1974,13.9,0.52,0,0.406,10.7,23.1,16.6,6.5,1.4,0.7,16.1458171903297,15.5325680102907,1.5,1.9,3.4,0.104,-0.9,-0.4,-1.3,0.3
"102","Don Kojis","SF",35,"KCO",77,0,2091,400,836,0.478,0,0,0,400,836,0.478,0.478,210,272,0.772,126,257,383,110,77,15,110,157,1010,1974,15.6,0.528,0,0.325,6.3,12.9,9.6,7.9,1.7,0.4,10.8761913445948,20.1473864716904,3.4,1.3,4.8,0.109,0.9,-0.9,0,1.1
"103","Howard Komives","PG",32,"KCO",44,0,830,78,192,0.406,0,0,0,78,192,0.406,0.406,33,38,0.868,10,33,43,97,32,3,51,83,189,1974,8.1,0.453,0,0.198,1.3,4.2,2.7,15.4,1.7,0.2,18.9638708733868,13.4547233838398,-0.1,0.3,0.1,0.008,-3.7,-0.3,-4,-0.4
"104","Tom Kozelko","PF",22,"CAP",49,0,573,59,133,0.444,0,0,0,59,133,0.444,0.444,23,32,0.719,52,72,124,25,21,7,30,82,141,1974,9.4,0.479,0,0.241,8.5,12.1,10.3,5.6,1.7,0.6,16.9621362244832,12.8057703613128,0.2,0.8,1,0.08,-2.9,1,-1.9,0
"105","Steve Kuberski","PF",26,"BOS",78,0,985,157,368,0.427,0,0,0,157,368,0.427,0.427,86,111,0.775,96,141,237,38,7,7,54,125,400,1974,10.9,0.48,0,0.302,9.7,13.5,11.6,5.1,0.3,0.3,10.9394815223362,18.4166719240646,0.7,1,1.7,0.084,-2.2,-1.2,-3.4,-0.4
"106","Kevin Kunnert","C",22,"TOT",64,0,701,105,215,0.488,0,0,0,105,215,0.488,0.488,21,33,0.636,83,134,217,43,10,54,56,151,231,1974,12.6,0.503,0,0.153,12.4,19.4,16,7.9,0.6,4,19.4763500842535,16.8297655494124,0.3,0.7,1,0.066,-2.9,0.2,-2.7,-0.1
"107","Sam Lacey","C",25,"KCO",79,0,3107,467,982,0.476,0,0,0,467,982,0.476,0.476,185,247,0.749,293,762,1055,299,126,184,224,254,1119,1974,17.5,0.513,0,0.252,9.9,25.7,17.8,13.7,1.8,3.1,16.7489751287949,16.4497668473251,3.2,4.6,7.7,0.119,1.3,1.4,2.7,3.7
"108","Bob Lanier*","C",25,"DET",81,0,3047,748,1483,0.504,0,0,0,748,1483,0.504,0.504,326,409,0.797,269,805,1074,343,110,247,243,273,1822,1974,23.9,0.548,0,0.276,9.1,27.1,18.1,17.9,1.6,4.3,13.3723542400623,23.8667488091014,7.3,7.1,14.4,0.227,4.1,2.9,7.1,7
"109","Stu Lantz","SG",27,"DET",50,0,980,154,361,0.427,0,0,0,154,361,0.427,0.427,139,164,0.848,34,79,113,97,38,3,64,79,447,1974,14.4,0.516,0,0.454,3.6,8.3,5.9,13.8,1.7,0.2,11.6698086080225,21.0404076424697,1.3,1.2,2.4,0.118,-0.5,0.1,-0.4,0.4
"110","Mo Layton","PG",25,"POR",22,0,327,55,112,0.491,0,0,0,55,112,0.491,0.491,14,26,0.538,7,26,33,51,9,1,25,45,124,1974,12,0.502,0,0.232,2.1,8.3,5.2,21.1,1.2,0.2,16.2868109318551,19.7095353795701,0.1,0,0.1,0.018,-2.3,-1.5,-3.8,-0.2
"111","Manny Leaks","C",28,"CAP",53,0,845,79,232,0.341,0,0,0,79,232,0.341,0.341,58,83,0.699,94,150,244,25,10,39,51,95,216,1974,9.4,0.402,0,0.358,10.4,17.1,13.7,3.8,0.5,2.3,15.2587451594949,15.056734510268,-0.4,1.2,0.8,0.047,-3.4,0,-3.4,-0.3
"112","Clyde Lee","PF",29,"GSW",54,0,1642,129,284,0.454,0,0,0,129,284,0.454,0.454,62,107,0.579,188,410,598,68,27,17,98,179,320,1974,9.8,0.483,0,0.377,11.1,23.1,17.2,4.8,0.7,0.5,23.5349184268112,9.11544031583604,0.9,1.7,2.6,0.076,-1.3,-0.6,-1.8,0.1
"113","Russ Lee","SF",24,"MIL",36,0,166,38,94,0.404,0,0,0,38,94,0.404,0.404,11,16,0.688,16,24,40,20,11,0,16,29,87,1974,15.5,0.431,0,0.17,10.5,13.8,12.3,16.9,3,0,14.1791361019987,29.03735762855,-0.1,0.3,0.2,0.054,-3.1,0.1,-3.1,0
"114","Bob Love","PF",31,"CHI",82,0,3292,731,1752,0.417,0,0,0,731,1752,0.417,0.417,323,395,0.818,183,309,492,130,84,28,187,221,1785,1974,13.7,0.463,0,0.225,5.7,9.9,7.7,6.5,1.2,0.5,7.96545292032891,27.1856553446817,1.9,3.9,5.8,0.084,-0.3,-1.2,-1.5,0.4
"115","Stan Love","PF",24,"LAL",51,0,698,119,278,0.428,0,0,0,119,278,0.428,0.428,49,64,0.766,54,116,170,48,28,20,66,132,287,1974,11.9,0.469,0,0.23,7.4,14.6,11.1,9.5,1.7,1.4,17.0267657101845,21.0322331163053,-0.1,0.9,0.7,0.051,-3.4,0.1,-3.4,-0.2
"116","Jerry Lucas*","C",33,"NYK",73,0,1627,194,420,0.462,0,0,0,194,420,0.462,0.462,67,96,0.698,62,312,374,230,28,24,97,134,455,1974,12.6,0.492,0,0.229,4,20.1,12.1,18.6,0.8,0.8,17.0401632344798,14.2249247444931,1,2.4,3.4,0.101,-0.1,1.3,1.3,1.4
"117","Mike Macaluso","SF",22,"BUF",30,0,112,19,44,0.432,0,0,0,19,44,0.432,0.432,10,17,0.588,10,15,25,3,7,1,11,31,48,1974,10.2,0.466,0,0.386,9.1,13,11.1,3.5,2.7,0.4,16.9936185020684,25.017074614149,-0.1,0.1,0,-0.001,-5.2,-0.3,-5.5,-0.1
"118","Ted Manakas","SG",22,"KCO",5,0,45,4,10,0.4,0,0,0,4,10,0.4,0.4,4,4,1,0,3,3,2,1,0,2,4,12,1974,7.2,0.51,0,0.4,0,7,3.5,5.8,1,0,15.390094979037,15.1989749781397,0,0,0,0.014,-3.9,-0.2,-4.1,0
"119","Pete Maravich*","SG",26,"ATL",76,0,2903,819,1791,0.457,0,0,0,819,1791,0.457,0.457,469,568,0.826,98,276,374,396,111,13,287,261,2107,1974,20.3,0.516,0,0.317,3.3,9.7,6.5,21.7,1.7,0.2,12.175602201928,31.0878845483351,5.7,1.9,7.6,0.125,2.5,-1.3,1.1,2.3
"120","Jack Marin","SF",29,"TOT",74,0,1782,355,709,0.501,0,0,0,355,709,0.501,0.501,153,179,0.855,59,169,228,167,46,26,119,213,863,1974,14.4,0.548,0,0.252,3.5,9.6,6.6,13.2,1.1,0.7,13.271448327302,19.7040185489303,2.9,0.7,3.6,0.097,-0.1,-1.1,-1.2,0.4
"121","Vester Marshall","SF",25,"SEA",13,0,174,7,29,0.241,0,0,0,7,29,0.241,0.241,3,7,0.429,14,23,37,4,4,3,8,20,17,1974,3.4,0.265,0,0.241,7.5,13.5,10.3,2.7,1,0.9,21.2064805353897,7.88899413615403,-0.2,0.1,-0.1,-0.034,-4.1,-0.5,-4.7,-0.2
"122","LaRue Martin","C",23,"POR",50,0,538,101,232,0.435,0,0,0,101,232,0.435,0.435,42,66,0.636,74,107,181,20,7,26,44,90,244,1974,14,0.467,0,0.284,13.8,20.7,17.2,5.2,0.6,2.5,13.5868072392652,23.1571617621484,0.1,0.3,0.4,0.032,-2.5,-2.5,-5,-0.4
"123","Don May","SF",28,"PHI",56,0,812,152,367,0.414,0,0,0,152,367,0.414,0.414,89,102,0.873,25,111,136,63,25,8,71,137,393,1974,12.5,0.477,0,0.278,2.8,13.7,8,11.8,1.4,0.5,14.038294041306,24.036798343643,-0.1,0.6,0.5,0.029,-3,-0.4,-3.5,-0.3
"124","Bob McAdoo*","C",22,"BUF",74,0,3185,901,1647,0.547,0,0,0,901,1647,0.547,0.547,459,579,0.793,281,836,1117,170,88,246,252,252,2261,1974,24.7,0.594,0,0.352,9,25.4,17.4,8.1,1.2,3.8,11.3947677245714,24.3043808249679,10.9,4.4,15.3,0.231,4.6,0.3,5,5.6
"125","Paul McCracken","SG",23,"HOU",4,0,13,1,4,0.25,0,0,0,1,4,0.25,0.25,0,0,0,1,5,6,2,0,0,4,3,2,1974,6.1,0.25,0,0,8.3,40.7,24.7,18.7,0,0,47.2534166645532,26.5212338048963,-0.1,0,0,-0.152,-4.8,-0.1,-4.9,0
"126","Jim McDaniels","C",25,"SEA",27,0,439,63,173,0.364,0,0,0,63,173,0.364,0.364,23,43,0.535,51,77,128,24,7,15,29,48,149,1974,10.1,0.388,0,0.249,10.8,17.9,14.2,7.2,0.7,1.8,12.6769118730276,19.7483113500297,-0.4,0.4,0,0.003,-3,-1.4,-4.3,-0.3
"127","Jon McGlocklin","SG",30,"MIL",79,0,1910,329,693,0.475,0,0,0,329,693,0.475,0.475,72,80,0.9,33,106,139,241,43,7,93,128,730,1974,12,0.501,0,0.115,1.9,5.3,3.7,16.4,1,0.2,11.0716071566375,16.988914356184,2.2,1.6,3.8,0.095,-0.8,-0.7,-1.4,0.3
"128","Allie McGuire","SG",22,"NYK",2,0,10,2,4,0.5,0,0,0,2,4,0.5,0.5,0,0,0,0,2,2,1,0,0,6,2,4,1974,10.3,0.5,0,0,0,21,10.5,14.7,0,0,80.5982424823468,13.7237433628456,0,0,0,0.029,-4.5,0,-4.5,0
"129","Kenny McIntosh","SF",25,"SEA",69,0,2056,223,573,0.389,0,0,0,223,573,0.389,0.389,65,107,0.607,111,250,361,94,52,29,89,178,511,1974,7.3,0.412,0,0.187,5,12.4,8.5,5.7,1.1,0.7,11.2679886959196,13.2981273609038,-0.7,1.4,0.7,0.017,-2.8,-0.4,-3.1,-0.6
"130","Stan McKenzie","SG",29,"HOU",11,0,112,7,24,0.292,0,0,0,7,24,0.292,0.292,6,8,0.75,3,13,16,6,3,0,5,17,20,1974,4,0.363,0,0.333,2.9,12.3,7.6,6.4,1.2,0,16.0165005859062,12.6100022796851,-0.1,0,-0.1,-0.044,-4.7,-0.5,-5.2,-0.1
"131","Jim McMillian","SF",25,"BUF",82,0,3322,600,1214,0.494,0,0,0,600,1214,0.494,0.494,325,379,0.858,216,394,610,256,129,26,201,186,1525,1974,15.6,0.552,0,0.312,6.6,11.5,9.1,10.1,1.7,0.4,13.1475155790803,18.2427051746769,6.9,1.9,8.9,0.128,1.6,-0.7,0.8,2.4
"132","Larry McNeill","PF",23,"KCO",54,0,516,106,220,0.482,0,0,0,106,220,0.482,0.482,99,140,0.707,60,86,146,24,35,6,50,76,311,1974,20.9,0.552,0,0.636,12.2,17.5,14.8,7.2,3.1,0.6,13.5400635182467,26.1601691873108,0.9,0.6,1.5,0.142,1.2,-0.1,1.1,0.4
"133","Cliff Meely","PF",26,"HOU",77,0,1754,330,773,0.427,0,0,0,330,773,0.427,0.427,90,140,0.643,103,336,439,124,53,77,120,234,750,1974,13,0.449,0,0.181,6.3,20.3,13.4,10,1.4,2.3,12.8776491195219,22.1328515932462,-0.5,1.7,1.2,0.033,-2.2,-0.4,-2.6,-0.3
"134","Gary Melchionni","PG",23,"PHO",69,0,1251,202,439,0.46,0,0,0,202,439,0.46,0.46,92,107,0.86,46,96,142,142,41,9,74,85,496,1974,13,0.51,0,0.244,3.8,7.7,5.7,15.4,1.4,0.4,12.9801378354031,17.0855792276731,1.5,0.3,1.8,0.07,0,-1,-1,0.3
"135","Dean Meminger","SG",25,"NYK",78,0,2079,274,539,0.508,0,0,0,274,539,0.508,0.508,103,160,0.644,125,156,281,162,62,8,80,161,651,1974,11.7,0.534,0,0.297,6.3,7.9,7.1,10.4,1.4,0.2,12.1579718434918,13.478150610369,2.7,2.3,5,0.115,-0.2,0.5,0.3,1.2
"136","John Mengelt","SG",24,"DET",77,0,1555,249,558,0.446,0,0,0,249,558,0.446,0.446,182,229,0.795,40,166,206,148,68,7,104,164,680,1974,13.8,0.516,0,0.41,2.7,10.9,6.8,13.3,2,0.2,13.3374403072433,20.0352757269337,1.4,2.1,3.5,0.108,-1.4,0.7,-0.8,0.5
"137","Steve Mix","PF",26,"PHI",82,0,2969,495,1042,0.475,0,0,0,495,1042,0.475,0.475,228,288,0.792,305,559,864,152,212,37,193,305,1218,1974,16.3,0.521,0,0.276,9.5,18.9,14,7.6,3.2,0.6,14.1039565455964,16.9477043129246,3.7,4.4,8.2,0.132,0.5,1.3,1.7,2.8
"138","Earl Monroe*","SG",29,"NYK",41,0,1194,240,513,0.468,0,0,0,240,513,0.468,0.468,93,113,0.823,22,99,121,110,34,19,65,97,573,1974,14.5,0.509,0,0.22,1.9,8.7,5.3,13.6,1.3,0.9,8.5336785397905,21.9520986692988,1.3,1.4,2.8,0.111,0.2,0.3,0.5,0.8
"139","Otto Moore","C",27,"TOT",78,0,946,120,240,0.5,0,0,0,120,240,0.5,0.5,39,62,0.629,80,204,284,65,26,49,56,99,279,1974,13.7,0.522,0,0.258,8.9,22.7,15.8,9.3,1.2,2.7,17.0980229233708,13.2238641196588,0.8,1.1,1.8,0.093,-0.2,0.7,0.5,0.6
"140","Jeff Mullins","SG",31,"GSW",77,0,2498,541,1144,0.473,0,0,0,541,1144,0.473,0.473,168,192,0.875,86,190,276,305,69,22,151,214,1250,1974,15.1,0.509,0,0.168,3.3,7,5.2,16.8,1.2,0.4,10.8978305902816,21.0993724709686,4.3,1.2,5.6,0.107,0.6,-1,-0.5,1
"141","Calvin Murphy*","PG",25,"HOU",81,0,2922,671,1285,0.522,0,0,0,671,1285,0.522,0.522,310,357,0.868,51,137,188,603,157,4,254,310,1652,1974,20,0.573,0,0.278,1.9,5,3.4,30.9,2.4,0.1,15.0740705495834,22.7993509465076,7.9,1.3,9.2,0.152,2.5,-0.9,1.6,2.7
"142","Bob Nash","SF",23,"DET",35,0,281,41,115,0.357,0,0,0,41,115,0.357,0.357,24,39,0.615,31,43,74,14,3,10,21,35,106,1974,10.5,0.401,0,0.339,11.4,15.7,13.5,6.8,0.5,1.9,14.1370237427658,23.0385417530288,-0.3,0.4,0.1,0.013,-3.6,-1.1,-4.7,-0.2
"143","Lloyd Neal","PF",23,"POR",80,0,1517,246,502,0.49,0,0,0,246,502,0.49,0.49,117,168,0.696,150,344,494,89,45,73,103,190,609,1974,15.6,0.529,0,0.335,9.9,23.6,16.6,7.9,1.3,2.5,14.9761996762056,17.3850661470524,1.7,1.2,2.9,0.091,-0.3,-0.6,-0.8,0.4
"144","Don Nelson*","SF",33,"BOS",82,0,1748,364,717,0.508,0,0,0,364,717,0.508,0.508,215,273,0.788,90,255,345,162,19,13,104,189,943,1974,16.1,0.563,0,0.381,5.1,13.7,9.5,13.1,0.5,0.4,11.447390583099,20.6899824033291,4,1.9,5.9,0.162,1.1,-0.2,0.8,1.3
"145","Louie Nelson","SG",22,"CAP",49,0,556,93,215,0.433,0,0,0,93,215,0.433,0.433,53,73,0.726,26,44,70,52,31,2,37,62,239,1974,13.7,0.484,0,0.34,4.4,7.6,6,13.1,2.5,0.2,12.6992882340053,21.3668988633291,0.3,0.8,1.1,0.091,-1.8,1.3,-0.5,0.2
"146","Mike Newlin","SG",25,"HOU",76,0,2591,510,1139,0.448,0,0,0,510,1139,0.448,0.448,380,444,0.856,77,185,262,363,87,9,229,259,1400,1974,16.6,0.525,0,0.39,3.2,7.6,5.4,20,1.5,0.2,14.8544763492878,23.8575982006306,4.4,0.8,5.2,0.096,0.5,-1.7,-1.2,0.5
"147","Willie Norwood","SF",26,"DET",74,0,1178,247,484,0.51,0,0,0,247,484,0.51,0.51,95,143,0.664,95,134,229,58,60,9,76,156,589,1974,15.8,0.538,0,0.295,8.3,11.7,10,7.4,2.3,0.4,12.1242379181828,20.9527903070803,1.8,1.8,3.5,0.144,0.2,0.5,0.7,0.8
"148","Jim Owens","SF",23,"PHO",17,0,101,21,39,0.538,0,0,0,21,39,0.538,0.538,11,14,0.786,1,8,9,15,5,0,2,6,53,1974,18.1,0.587,0,0.359,1,7.9,4.5,21.5,2.2,0,0,18.895578265058,0.3,0,0.3,0.148,-1.1,0.1,-1,0.1
"149","Steve Patterson","C",25,"CLE",76,0,1910,262,599,0.437,0,0,0,262,599,0.437,0.437,69,112,0.616,223,396,619,165,48,58,112,193,593,1974,13.6,0.457,0,0.187,11.3,22.6,16.6,11.9,1.2,1.6,14.0720631401108,15.8723401197651,0.9,2,3,0.074,-0.5,0.1,-0.4,0.8
"150","Tom Patterson","SF",25,"CAP",2,0,8,0,1,0,0,0,0,0,1,0,0,1,2,0.5,1,1,2,2,0,0,0,0,1,1974,11,0.266,0,2,11.7,12.1,11.9,28.3,0,0,11.8943545693228,5.58776416479976,0,0,0,-0.056,-4.3,0,-4.3,0
"151","Curtis Perry","PF",25,"MIL",81,0,2386,325,729,0.446,0,0,0,325,729,0.446,0.446,78,134,0.582,242,461,703,183,104,97,165,301,728,1974,13.2,0.462,0,0.184,11.1,18.4,15,9.5,2,2.1,16.8206968632913,16.0099082268081,0.7,4.6,5.3,0.106,-1,1.5,0.5,1.5
"152","Geoff Petrie","PG",25,"POR",73,0,2800,740,1537,0.481,0,0,0,740,1537,0.481,0.481,291,341,0.853,64,144,208,315,84,15,199,199,1771,1974,17.4,0.525,0,0.222,2.3,5.3,3.8,17.5,1.3,0.3,10.1626465701688,25.8474396086555,5.8,-0.4,5.4,0.093,1.7,-2.4,-0.7,0.9
"153","Howard Porter","SF",25,"CHI",73,0,1229,296,658,0.45,0,0,0,296,658,0.45,0.45,92,115,0.8,86,199,285,32,23,39,66,116,684,1974,15.4,0.483,0,0.175,7.1,17.1,12,4.4,0.9,1.7,7.6332121062464,25.5860759267918,0.8,1.9,2.7,0.104,-0.2,-0.7,-0.9,0.3
"154","Kevin Porter","PG",23,"CAP",81,0,2339,477,997,0.478,0,0,0,477,997,0.478,0.478,180,249,0.723,79,100,179,469,95,9,217,319,1134,1974,16.7,0.512,0,0.25,3.2,4.1,3.6,29.6,1.8,0.2,16.0773091330785,23.1395442148739,2.7,2.4,5.2,0.106,0.1,-0.3,-0.2,1.1
"155","Jim Price","PG",24,"LAL",82,0,2628,538,1197,0.449,0,0,0,538,1197,0.449,0.449,187,234,0.799,120,258,378,369,157,29,228,229,1263,1974,15.5,0.486,0,0.195,4.3,8.6,6.6,20.3,2.6,0.5,15.1177921206373,22.1118442743697,2.2,2.8,5,0.091,-0.2,0.4,0.2,1.5
"156","Luther Rackley","C",27,"PHI",9,0,68,5,13,0.385,0,0,0,5,13,0.385,0.385,8,11,0.727,5,17,22,0,3,4,7,11,18,1974,10.9,0.504,0,0.846,6.8,25.1,15.5,0,2,3,35.572943908084,12.7547226470478,0,0.1,0.1,0.083,-3.9,0.4,-3.4,0
"157","Ed Ratleff","SF",23,"HOU",81,0,1773,254,585,0.434,0,0,0,254,585,0.434,0.434,103,129,0.798,93,193,286,181,90,27,116,182,611,1974,12.5,0.476,0,0.221,5.7,11.5,8.6,13.5,2.3,0.8,14.8928285497782,17.2950661502417,0.8,1.3,2.1,0.058,-0.9,0.2,-0.7,0.6
"158","Mike Ratliff","C",22,"KCO",2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1974,0,0,0,0,0,0,0,0,0,0,2.95373827021741,0,0,0,0,-0.017,-4.6,-0.1,-4.6,0
"159","Clifford Ray","C",25,"CHI",80,0,2632,313,612,0.511,0,0,0,313,612,0.511,0.511,121,199,0.608,285,692,977,246,58,173,191,281,747,1974,15.7,0.534,0,0.325,11,27.7,19.2,13.1,1,3.6,20.5490761254399,13.2035507571731,2.5,5.7,8.2,0.15,0.5,2.6,3.2,3.5
"160","Joe Reaves","SF",23,"PHO",7,0,38,6,11,0.545,0,0,0,6,11,0.545,0.545,4,11,0.364,2,6,8,1,0,2,4,6,16,1974,10.8,0.505,0,1,5.4,15.8,10.7,3.5,0,2.7,21.0801276531497,22.2869099178635,0,0,0,-0.013,-4,-0.3,-4.3,0
"161","Willis Reed*","C",31,"NYK",19,0,500,84,184,0.457,0,0,0,84,184,0.457,0.457,42,53,0.792,47,94,141,30,12,21,27,49,210,1974,15.9,0.506,0,0.288,9.9,19.7,14.8,8.4,1.1,2.3,10.5216780716567,18.5705750069761,0.7,0.9,1.5,0.145,0.6,0.7,1.3,0.4
"162","Tom Riker","C",23,"NYK",17,0,57,13,29,0.448,0,0,0,13,29,0.448,0.448,12,17,0.706,9,6,15,3,0,0,1,6,38,1974,19.9,0.521,0,0.586,16.7,11.1,13.9,8.1,0,0,0,28.6609661684674,0.1,0,0.2,0.159,-2.4,-0.9,-3.3,0
